,Headline,Snippet,Lead paragraph,Source,Date
1205,Scrapbooking As an Act of “Radical Self-Care”,People of color who craft are done being overlooked as customers and designers.,"Tazhiana Gordon, describes herself as a messy, mixed-media kind of scrapbooker. She uses brightly colored inks and stamps and stickers to layer compositions on paper for personal albums, photos of which she shares with a close-knit online community of fellow crafters.",The New York Times,2020-08-05 09:01:22+00:00
1206,"Beirut, Hong Kong, Climate Change: Your Friday Briefing",Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,2020-08-06 19:24:48+00:00
1207,These Rolls Will Change the Way You See Sourdough,"The baker Bryan Ford’s pan de coco, made with coconut milk, does not look like European sourdough — and that’s part of the pleasure.","It’s not that Bryan Ford didn’t love those tall, quintessentially crusty, flour-dusted, rustic French and Italian sourdough loaves — the kind you’ve seen cross-sectioned and shot from every angle on bread blogs and in cookbooks and on Instagram. The kind an algorithm may have even directed you toward with a far higher frequency since the pandemic pushed more home cooks to care for sourdough starters. He loved those breads! But Ford, a Honduran-American baker from New Orleans, also wondered why other breads weren’t valued in the same way, and why other doughs, especially doughs that predated the sourdough fad, and that went through their own processes of wild fermentations in home kitchens all over the world, were left out of the conversation.",The New York Times,2020-08-05 09:00:05+00:00
1208,It’s (Almost) Business as Usual at the Salzburg Festival,"A bustling event for a wealthy and elegant audience is underway in Austria, despite the coronavirus pandemic.","SALZBURG, Austria — A visit to the Salzburg Festival has been a summer tradition for Jos Baeck for nearly half a century.",The New York Times,2020-08-05 10:24:44+00:00
1209,Why Chimp Moms Flock to Caves on the Savanna,"When forests and woodlands don’t provide a respite from the heat, these primates find cooling centers in their arid landscape.","Everyone needs to cool off on a scorching summer day, even chimpanzees. Where do the primates go on sizzling days when woodlands and forests don’t provide respite from the heat?",The New York Times,2020-08-05 14:31:39+00:00
1210,"After 6 Weeks, Victors Are Declared in 2 N.Y. Congressional Primaries",Representative Carolyn Maloney and Councilman Ritchie Torres won in New York City after a Democratic primary that raised concerns about mail-in voting.,"After six weeks of delays, the New York City Board of Elections confirmed results in a pair of congressional races on Tuesday evening, delivering victories to a longtime Democratic incumbent and a young city lawmaker who could be a trailblazer for gay and African-American rights.",The New York Times,2020-08-05 02:26:31+00:00
1211,Texas Republican Primary Runoff Election Results: 23rd Congressional District,,,The New York Times,2020-08-06 01:05:15+00:00
1212,Texas Democratic Primary Runoff Election Results: 31st Congressional District,,,The New York Times,2020-08-06 01:05:10+00:00
1213,Tennessee Primary Election Results: Eighth Congressional District,,,The New York Times,2020-08-06 21:12:25+00:00
1214,"100 Years Later, These Activists Continue Their Ancestors’ Work",A new generation of activists traces its ancestry and inspiration to key figures in the suffrage movement.,A new generation of activists traces its ancestry and inspiration to key figures in the suffrage movement.,The New York Times,2020-08-07 09:00:02+00:00
1215,Alabama Primary Runoff Election Results: First Congressional District,,,The New York Times,2020-08-06 01:05:11+00:00
1216,Live: Tennessee State Primary Election Results 2020,Detailed results and maps from the Tennessee primary election.,Detailed results and maps from the Tennessee primary election.,The New York Times,2020-08-06 21:12:25+00:00
1217,Tennessee U.S. Senate Primary Election Results,,,The New York Times,2020-08-06 21:12:25+00:00
1218,Alabama Republican Primary Runoff Election Results: Second Congressional District,,,The New York Times,2020-08-06 01:05:14+00:00
1219,President Trump’s Moves on Government Oversight,The resignation of the State Department’s acting inspector general was the latest upheaval in a series of actions by President Trump challenging the system of independent government oversight. Here’s a look at what has happened.,The resignation of the State Department’s acting inspector general was the latest upheaval in a series of actions by President Trump challenging the system of independent government oversight. Here’s a look at what has happened.,The New York Times,2020-08-05 18:52:07+00:00
1220,Tennessee Primary Election Results: Ninth Congressional District,,,The New York Times,2020-08-06 21:12:25+00:00
1221,Tennessee Democratic Primary Election Results: Fifth Congressional District,,,The New York Times,2020-08-06 21:12:24+00:00
1222,Texas Primary Runoff Election Results: 17th Congressional District,,,The New York Times,2020-08-06 01:05:14+00:00
1223,Tennessee Primary Election Results: First Congressional District,,,The New York Times,2020-08-06 21:12:26+00:00
1224,Mapping the Damage From the Beirut Explosion,"Damage was seen at least two miles from the explosion, encompassing an area with more than 750,000 residents.","Damage was seen at least two miles from the explosion, encompassing an area with more than 750,000 residents.",The New York Times,2020-08-05 00:25:25+00:00
1225,Could My Symptoms Be Covid-19?,"These days, every cough, sneeze or headache makes you wonder: Could it be coronavirus? Here’s a guide to help you understand the symptoms.","These days, every cough, sneeze or headache makes you wonder: Could it be coronavirus? Here’s a guide to help you understand the symptoms.",The New York Times,2020-08-05 09:00:02+00:00
1226,Texas Republican Primary Runoff Election Results: 15th Congressional District,,,The New York Times,2020-08-06 01:05:14+00:00
1227,"News Quiz: Beirut, TikTok, Census Bureau",Did you follow the headlines this week?,Did you follow the headlines this week?,The New York Times,2020-08-07 07:30:01+00:00
1228,Texas Primary Runoff Election Results: 13th Congressional District,,,The New York Times,2020-08-06 01:05:12+00:00
1229,Texas U.S. Senate Democratic Primary Runoff Election Results,,,The New York Times,2020-08-06 01:05:13+00:00
1230,Texas Republican Primary Runoff Election Results: 35th Congressional District,,,The New York Times,2020-08-06 01:05:15+00:00
1231,Texas Republican Primary Runoff Election Results: 16th Congressional District,,,The New York Times,2020-08-06 01:05:11+00:00
